,level_0,level_1,level_2,level_3,Model Family,BEV,ICE,PHEV
257,Geely,Lynk & co Car,Car,Model family 7,Canada,0.02,0.02,0
258,Geely,Lynk & co Car,Car,Model family 7,France,0.02,0.02,0
259,Geely,Lynk & co Car,Car,Model family 7,Germany,0,0.05,0.33
260,Geely,Lynk & co Car,Car,Model family 7,India,0.34,0.05,0.33
261,Geely,Lynk & co Car,Car,Model family 7,Japan,0,0.05,0.33
262,Geely,Lynk & co Car,Car,Model family 7,People's Republic of China (mainland),0.02,0.02,0
263,Geely,Lynk & co Car,Car,Model family 7,Rest of Asia Pacific,0.02,0.02,0.02
264,Geely,Lynk & co Car,Car,Model family 7,Rest of Central & Eastern Europe,0.02,0.02,0.02
265,Geely,Lynk & co Car,Car,Model family 7,Rest of Greater China,0,0.05,0.33
266,Geely,Lynk & co Car,Car,Model family 7,Rest of Latin America,0.34,0.05,0.33
267,Geely,Lynk & co Car,Car,Model family 7,Rest of Middle East,0.34,0.05,0.33
268,Geely,Lynk & co Car,Car,Model family 7,South Korea,0.34,0.05,0.33
269,Geely,Lynk & co Car,Car,Model family 7,Southeast Asia,0.02,0.02,0
270,Geely,Lynk & co Car,Car,Model family 7,UK,0.02,0.02,0.02
271,Geely,Lynk & co Car,Car,Model family 7,United States,0,0.05,0.33
272,Geely,Lynk & co Car,Car,Model family 8,Australia,0.22,0.22,0.22
273,Geely,Lynk & co Car,Car,Model family 8,Canada,0.22,0.22,0
274,Geely,Lynk & co Car,Car,Model family 8,France,0.22,0.22,0
275,Geely,Lynk & co Car,Car,Model family 8,Germany,0,0.21,0.16
276,Geely,Lynk & co Car,Car,Model family 8,India,0.16999999999999998,0.21,0.16
277,Geely,Lynk & co Car,Car,Model family 8,Japan,0,0.21,0.16
278,Geely,Lynk & co Car,Car,Model family 8,People's Republic of China (mainland),0.22,0.22,0
279,Geely,Lynk & co Car,Car,Model family 8,Rest of Asia Pacific,0.22,0.22,0.22
280,Geely,Lynk & co Car,Car,Model family 8,Rest of Central & Eastern Europe,0.22,0.22,0.22
281,Geely,Lynk & co Car,Car,Model family 8,Rest of Greater China,0,0.21,0.16
282,Geely,Lynk & co Car,Car,Model family 8,Rest of Latin America,0.16999999999999998,0.21,0.16
283,Geely,Lynk & co Car,Car,Model family 8,Rest of Middle East,0.16999999999999998,0.21,0.16
284,Geely,Lynk & co Car,Car,Model family 8,South Korea,0.16999999999999998,0.21,0.16
285,Geely,Lynk & co Car,Car,Model family 8,Southeast Asia,0.22,0.22,0
286,Geely,Lynk & co Car,Car,Model family 8,UK,0.22,0.22,0.22
287,Geely,Lynk & co Car,Car,Model family 8,United States,0,0.21,0.16
288,Geely,Lynk & co Car,Car,Model family 9,Australia,0.27,0.27,0.27
289,Geely,Lynk & co Car,Car,Model family 9,Canada,0.27,0.27,0
290,Geely,Lynk & co Car,Car,Model family 9,France,0.27,0.27,0
291,Geely,Lynk & co Car,Car,Model family 9,Germany,0,0.26,0.21000000000000002
292,Geely,Lynk & co Car,Car,Model family 9,India,0.22000000000000003,0.26,0.21000000000000002
293,Geely,Lynk & co Car,Car,Model family 9,Japan,0,0.26,0.21000000000000002
294,Geely,Lynk & co Car,Car,Model family 9,People's Republic of China (mainland),0.27,0.27,0
295,Geely,Lynk & co Car,Car,Model family 9,Rest of Asia Pacific,0.27,0.27,0.27
296,Geely,Lynk & co Car,Car,Model family 9,Rest of Central & Eastern Europe,0.27,0.27,0.27
297,Geely,Lynk & co Car,Car,Model family 9,Rest of Greater China,0,0.26,0.21000000000000002
298,Geely,Lynk & co Car,Car,Model family 9,Rest of Latin America,0.22000000000000003,0.26,0.21000000000000002
299,Geely,Lynk & co Car,Car,Model family 9,Rest of Middle East,0.22000000000000003,0.26,0.21000000000000002
300,Geely,Lynk & co Car,Car,Model family 9,South Korea,0.22000000000000003,0.26,0.21000000000000002
301,Geely,Lynk & co Car,Car,Model family 9,Southeast Asia,0.27,0.27,0
302,Geely,Lynk & co Car,Car,Model family 9,UK,0.27,0.27,0.27
303,Geely,Lynk & co Car,Car,Model family 9,United States,0,0.26,0.21000000000000002
304,Geely,Lynk & co Car,Car,Model family 10,Australia,0.39,0.39,0.39
305,Geely,Lynk & co Car,Car,Model family 10,Canada,0.39,0.39,0
306,Geely,Lynk & co Car,Car,Model family 10,France,0.39,0.39,0
307,Geely,Lynk & co Car,Car,Model family 10,Germany,0,0.38,0.33
308,Geely,Lynk & co Car,Car,Model family 10,India,0.34,0.38,0.33
309,Geely,Lynk & co Car,Car,Model family 10,Japan,0,0.38,0.33
310,Geely,Lynk & co Car,Car,Model family 10,People's Republic of China (mainland),0.39,0.39,0
311,Geely,Lynk & co Car,Car,Model family 10,Rest of Asia Pacific,0.39,0.39,0.39
312,Geely,Lynk & co Car,Car,Model family 10,Rest of Central & Eastern Europe,0.39,0.39,0.39
313,Geely,Lynk & co Car,Car,Model family 10,Rest of Greater China,0,0.38,0.33
314,Geely,Lynk & co Car,Car,Model family 10,Rest of Latin America,0.34,0.38,0.33
315,Geely,Lynk & co Car,Car,Model family 10,Rest of Middle East,0.34,0.38,0.33
316,Geely,Lynk & co Car,Car,Model family 10,South Korea,0.34,0.38,0.33
317,Geely,Lynk & co Car,Car,Model family 10,Southeast Asia,0.39,0.39,0
318,Geely,Lynk & co Car,Car,Model family 10,UK,0.39,0.39,0.39
319,Geely,Lynk & co Car,Car,Model family 10,United States,0,0.38,0.33
